Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2017","2017","1000 Int. $","905174","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2018","2018","1000 Int. $","915996","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2019","2019","1000 Int. $","892362","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2020","2020","1000 Int. $","861777","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01659","Hop cones","2019","2019","1000 Int. $","264","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01659","Hop cones","2020","2020","1000 Int. $","370","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2015","2015","1000 Int. $","47","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2016","2016","1000 Int. $","8967","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01352","Kiwi fruit","2015","2015","1000 Int. $","554851","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01352","Kiwi fruit","2016","2016","1000 Int. $","485362","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01352","Kiwi fruit","2017","2017","1000 Int. $","501635","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01352","Kiwi fruit","2018","2018","1000 Int. $","521139","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01352","Kiwi fruit","2019","2019","1000 Int. $","486192","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01352","Kiwi fruit","2020","2020","1000 Int. $","483448","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2015","2015","1000 Int. $","8734","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2016","2016","1000 Int. $","8858","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2017","2017","1000 Int. $","8834","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2018","2018","1000 Int. $","9731","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2019","2019","1000 Int. $","12921","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01254","Leeks and other alliaceous vegetables","2020","2020","1000 Int. $","13707","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01322","Lemons and limes","2015","2015","1000 Int. $","224909","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01322","Lemons and limes","2016","2016","1000 Int. $","252144","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01322","Lemons and limes","2017","2017","1000 Int. $","242087","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01322","Lemons and limes","2018","2018","1000 Int. $","245867","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01322","Lemons and limes","2019","2019","1000 Int. $","258211","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01322","Lemons and limes","2020","2020","1000 Int. $","274036","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01704","Lentils, dry","2015","2015","1000 Int. $","1697","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01704","Lentils, dry","2016","2016","1000 Int. $","1965","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01704","Lentils, dry","2017","2017","1000 Int. $","2502","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2015","2015","1000 Int. $","248178","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2016","2016","1000 Int. $","291530","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2017","2017","1000 Int. $","291493","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2018","2018","1000 Int. $","304243","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2019","2019","1000 Int. $","300646","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01214","Lettuce and chicory","2020","2020","1000 Int. $","291334","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01441","Linseed","2015","2015","1000 Int. $","831","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01441","Linseed","2016","2016","1000 Int. $","831","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01441","Linseed","2017","2017","1000 Int. $","831","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01441","Linseed","2019","2019","1000 Int. $","831","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01356","Locust beans (carobs)","2015","2015","1000 Int. $","9251","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01356","Locust beans (carobs)","2016","2016","1000 Int. $","8489","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01356","Locust beans (carobs)","2017","2017","1000 Int. $","8484","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01709.02","Lupins","2015","2015","1000 Int. $","1415","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01709.02","Lupins","2016","2016","1000 Int. $","1406","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01709.02","Lupins","2017","2017","1000 Int. $","1407","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01709.02","Lupins","2018","2018","1000 Int. $","268","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01709.02","Lupins","2019","2019","1000 Int. $","241","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01709.02","Lupins","2020","2020","1000 Int. $","307","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0112","Maize (corn)","2015","2015","1000 Int. $","1419957","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0112","Maize (corn)","2016","2016","1000 Int. $","1372906","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0112","Maize (corn)","2017","2017","1000 Int. $","1214127","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0112","Maize (corn)","2018","2018","1000 Int. $","1244367","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0112","Maize (corn)","2019","2019","1000 Int. $","1260420","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0112","Maize (corn)","2020","2020","1000 Int. $","1363598","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2015","2015","1000 Int. $","51890","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2016","2016","1000 Int. $","57133","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2017","2017","1000 Int. $","52630","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2018","2018","1000 Int. $","71488","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2019","2019","1000 Int. $","68190","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2020","2020","1000 Int. $","64469","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2015","2015","1000 Int. $","2033926","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2016","2016","1000 Int. $","2030918","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2017","2017","1000 Int. $","1774448","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 Int. $","2149289","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 Int. $","2036978","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 Int. $","1923362","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2015","2015","1000 Int. $","1862189","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2016","2016","1000 Int. $","1963955","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2017","2017","1000 Int. $","1934238","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 Int. $","1869223","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 Int. $","2027605","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 Int. $","2049970","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2017","2017","1000 Int. $","1230","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2018","2018","1000 Int. $","8297","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2019","2019","1000 Int. $","4286","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2020","2020","1000 Int. $","3926","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2015","2015","1000 Int. $","11","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2016","2016","1000 Int. $","11","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2017","2017","1000 Int. $","11","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2018","2018","1000 Int. $","11","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2019","2019","1000 Int. $","11","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21123i","Meat of geese, fresh or chilled (indigenous)","2020","2020","1000 Int. $","11","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21116i","Meat of goat, fresh or chilled (indigenous)","2015","2015","1000 Int. $","9287","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21116i","Meat of goat, fresh or chilled (indigenous)","2016","2016","1000 Int. $","7741","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21116i","Meat of goat, fresh or chilled (indigenous)","2017","2017","1000 Int. $","9407","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21116i","Meat of goat, fresh or chilled (indigenous)","2018","2018","1000 Int. $","12181","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21116i","Meat of goat, fresh or chilled (indigenous)","2019","2019","1000 Int. $","12379","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21116i","Meat of goat, fresh or chilled (indigenous)","2020","2020","1000 Int. $","11255","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2015","2015","1000 Int. $","2581097","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2016","2016","1000 Int. $","2649319","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2017","2017","1000 Int. $","2513061","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 Int. $","2611158","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 Int. $","2622083","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 Int. $","2311581","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21114i","Meat of rabbits and hares, fresh or chilled (indigenous)","2015","2015","1000 Int. $","127097","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21114i","Meat of rabbits and hares, fresh or chilled (indigenous)","2016","2016","1000 Int. $","130440","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21114i","Meat of rabbits and hares, fresh or chilled (indigenous)","2017","2017","1000 Int. $","66184","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21114i","Meat of rabbits and hares, fresh or chilled (indigenous)","2018","2018","1000 Int. $","54863","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21114i","Meat of rabbits and hares, fresh or chilled (indigenous)","2019","2019","1000 Int. $","61534","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21114i","Meat of rabbits and hares, fresh or chilled (indigenous)","2020","2020","1000 Int. $","61825","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2015","2015","1000 Int. $","93765","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2016","2016","1000 Int. $","91316","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2017","2017","1000 Int. $","99359","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2018","2018","1000 Int. $","104724","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2019","2019","1000 Int. $","104164","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2020","2020","1000 Int. $","110728","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2015","2015","1000 Int. $","699743","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2016","2016","1000 Int. $","741814","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2017","2017","1000 Int. $","689879","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2018","2018","1000 Int. $","670889","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2019","2019","1000 Int. $","672164","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2020","2020","1000 Int. $","700217","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2015","2015","1000 Int. $","64366","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2016","2016","1000 Int. $","73972","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2017","2017","1000 Int. $","75266","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2018","2018","1000 Int. $","76470","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2019","2019","1000 Int. $","76675","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2020","2020","1000 Int. $","74890","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2015","2015","1000 Int. $","34693","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2016","2016","1000 Int. $","34949","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2017","2017","1000 Int. $","34211","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2018","2018","1000 Int. $","34171","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2019","2019","1000 Int. $","34582","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2020","2020","1000 Int. $","34737","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2015","2015","1000 Int. $","43804","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2016","2016","1000 Int. $","43708","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2017","2017","1000 Int. $","38386","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2018","2018","1000 Int. $","41848","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2019","2019","1000 Int. $","40945","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2020","2020","1000 Int. $","41736","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01450","Olives","2015","2015","1000 Int. $","2915834","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01450","Olives","2016","2016","1000 Int. $","2174747","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01450","Olives","2017","2017","1000 Int. $","2771883","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01450","Olives","2018","2018","1000 Int. $","2084310","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01450","Olives","2019","2019","1000 Int. $","2340984","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01450","Olives","2020","2020","1000 Int. $","2354897","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","1000 Int. $","157543","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","1000 Int. $","187671","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","1000 Int. $","170968","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","1000 Int. $","154995","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","1000 Int. $","199026","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","1000 Int. $","190722","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01323","Oranges","2015","2015","1000 Int. $","621551","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01323","Oranges","2016","2016","1000 Int. $","518845","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01323","Oranges","2017","2017","1000 Int. $","529083","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01323","Oranges","2018","2018","1000 Int. $","519529","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01323","Oranges","2019","2019","1000 Int. $","538390","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01323","Oranges","2020","2020","1000 Int. $","578376","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01241.90","Other beans, green","2015","2015","1000 Int. $","47073","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01241.90","Other beans, green","2016","2016","1000 Int. $","51580","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01241.90","Other beans, green","2017","2017","1000 Int. $","49016","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01241.90","Other beans, green","2018","2018","1000 Int. $","51855","E","Estimated value"
